complaint_id,description,latitude,longitude,location_label,category,priority,priority_score,status,department,affected_count,duration_days,synthetic
SYN-CHN-005901,Garbage accumulation reported in a public area.,13.035883,80.197168,100 Feet Road,Garbage,LOW,14,ASSIGNED,Solid Waste Management Department,8,11,True
SYN-CHN-012226,Damaged road surface reported along a frequently used road.,12.840655,80.215447,Chennai synthetic background,Road Damage,MEDIUM,50,PENDING,Roads & Highways Department,7,0,True
SYN-CHN-001369,Waterlogging or flooding reported after heavy rainfall.,12.890579,80.263876,ECR,Flooding,CRITICAL,78,IN_PROGRESS,Storm Water Drainage Department,5,9,True
SYN-CHN-010350,Pothole reported on the roadway.,12.916133,80.159849,Tambaram Radial Road,Pothole,LOW,27,RESOLVED,Roads & Highways Department,13,6,True
SYN-CHN-003541,Streetlight reported as non-functional near a public road segment.,13.062574,80.142861,Poonamallee High Road,Streetlight,LOW,28,ASSIGNED,Electrical / Street Lighting Department,9,6,True
SYN-CHN-010466,Damaged road surface reported along a frequently used road.,12.905876,80.150772,Tambaram Radial Road,Road Damage,LOW,26,RESOLVED,Roads & Highways Department,6,5,True
SYN-CHN-009189,Pothole reported on the roadway.,12.974649,80.208908,Velachery Main Road,Pothole,HIGH,61,IN_PROGRESS,Roads & Highways Department,10,9,True
SYN-CHN-011907,Water supply disruption reported by residents.,13.017307,80.328647,Chennai synthetic background,Water Supply,LOW,36,PENDING,Water Supply Department,66,6,True
SYN-CHN-008038,Water supply disruption reported by residents.,13.136628,80.245011,Madhavaram High Road,Water Supply,CRITICAL,78,PENDING,Water Supply Department,1,1,True
SYN-CHN-008247,Streetlight reported as non-functional near a public road segment.,13.178533,80.290976,North Chennai Corridor,Streetlight,MEDIUM,56,PENDING,Electrical / Street Lighting Department,9,7,True
SYN-CHN-012772,Garbage accumulation reported in a public area.,13.156307,80.095848,Chennai synthetic background,Garbage,LOW,22,ASSIGNED,Solid Waste Management Department,2,3,True
SYN-CHN-000737,Streetlight reported as non-functional near a public road segment.,12.876389,80.23755,OMR,Streetlight,HIGH,68,RESOLVED,Electrical / Street Lighting Department,10,1,True
SYN-CHN-004630,Drainage obstruction or drainage-related civic issue reported.,13.068123,80.265162,Anna Salai,Drainage,LOW,34,IN_PROGRESS,Storm Water Drainage Department,2,6,True
SYN-CHN-013202,Streetlight reported as non-functional near a public road segment.,13.151267,80.25412,Chennai synthetic background,Streetlight,LOW,28,RESOLVED,Electrical / Street Lighting Department,36,5,True
SYN-CHN-009279,Waterlogging or flooding reported after heavy rainfall.,12.985461,80.229979,Velachery Main Road,Flooding,LOW,39,RESOLVED,Storm Water Drainage Department,7,2,True
SYN-CHN-001324,Damaged or deteriorated public infrastructure reported.,13.044837,80.278176,ECR,Public Infrastructure,MEDIUM,53,PENDING,Municipal Engineering Department,22,7,True
SYN-CHN-008573,Waterlogging or flooding reported after heavy rainfall.,13.084013,80.267235,North Chennai Corridor,Flooding,MEDIUM,47,PENDING,Storm Water Drainage Department,2,11,True
SYN-CHN-005283,Drainage obstruction or drainage-related civic issue reported.,12.999247,80.200029,Inner Ring Road,Drainage,LOW,39,PENDING,Storm Water Drainage Department,22,5,True
SYN-CHN-003298,Damaged or deteriorated public infrastructure reported.,13.088927,80.248653,Poonamallee High Road,Public Infrastructure,LOW,38,IN_PROGRESS,Municipal Engineering Department,3,9,True
SYN-CHN-001985,Streetlight reported as non-functional near a public road segment.,12.922129,80.170322,GST Road,Streetlight,MEDIUM,48,ASSIGNED,Electrical / Street Lighting Department,7,3,True
SYN-CHN-008697,Streetlight reported as non-functional near a public road segment.,13.015919,80.288025,East Coast Corridor,Streetlight,MEDIUM,51,RESOLVED,Electrical / Street Lighting Department,22,13,True
SYN-CHN-005994,Damaged or deteriorated public infrastructure reported.,13.033231,80.203284,100 Feet Road,Public Infrastructure,CRITICAL,75,PENDING,Municipal Engineering Department,5,10,True
SYN-CHN-000305,Pothole reported on the roadway.,12.994036,80.241614,OMR,Pothole,MEDIUM,40,RESOLVED,Roads & Highways Department,9,5,True
SYN-CHN-001954,Streetlight reported as non-functional near a public road segment.,12.837005,80.151619,GST Road,Streetlight,HIGH,72,PENDING,Electrical / Street Lighting Department,4,0,True
SYN-CHN-002474,Drainage obstruction or drainage-related civic issue reported.,12.995041,80.147967,Mount Poonamallee Road,Drainage,HIGH,61,ASSIGNED,Storm Water Drainage Department,19,11,True
SYN-CHN-002532,Streetlight reported as non-functional near a public road segment.,12.980683,80.122815,Mount Poonamallee Road,Streetlight,HIGH,60,RESOLVED,Electrical / Street Lighting Department,6,11,True
SYN-CHN-012581,Drainage obstruction or drainage-related civic issue reported.,12.823586,80.327701,Chennai synthetic background,Drainage,MEDIUM,58,ASSIGNED,Storm Water Drainage Department,6,3,True
SYN-CHN-012063,Damaged or deteriorated public infrastructure reported.,13.179035,80.29954,Chennai synthetic background,Public Infrastructure,MEDIUM,44,PENDING,Municipal Engineering Department,42,5,True
SYN-CHN-011064,Potential electrical infrastructure hazard reported.,13.125889,80.193335,Ambattur Industrial Corridor,Electrical Hazard,MEDIUM,54,PENDING,Electrical / Street Lighting Department,22,9,True
SYN-CHN-008582,Garbage accumulation reported in a public area.,13.110527,80.279021,North Chennai Corridor,Garbage,LOW,23,RESOLVED,Solid Waste Management Department,7,8,True
SYN-CHN-009339,Potential electrical infrastructure hazard reported.,12.968577,80.207828,Velachery Main Road,Electrical Hazard,MEDIUM,56,RESOLVED,Electrical / Street Lighting Department,19,11,True
SYN-CHN-013682,Garbage accumulation reported in a public area.,13.060884,80.311778,Chennai synthetic background,Garbage,LOW,23,PENDING,Solid Waste Management Department,9,8,True
SYN-CHN-008067,Pothole reported on the roadway.,13.120276,80.28218,North Chennai Corridor,Pothole,MEDIUM,53,RESOLVED,Roads & Highways Department,12,4,True
SYN-CHN-010898,Potential electrical infrastructure hazard reported.,13.098169,80.15806,Ambattur Industrial Corridor,Electrical Hazard,MEDIUM,48,RESOLVED,Electrical / Street Lighting Department,5,2,True
SYN-CHN-009982,Potential electrical infrastructure hazard reported.,12.977239,80.219198,Medavakkam Main Road,Electrical Hazard,MEDIUM,56,PENDING,Electrical / Street Lighting Department,5,1,True
SYN-CHN-005035,Damaged or deteriorated public infrastructure reported.,13.038656,80.221102,Inner Ring Road,Public Infrastructure,LOW,32,PENDING,Municipal Engineering Department,5,3,True
SYN-CHN-009246,Damaged or deteriorated public infrastructure reported.,12.978052,80.214982,Velachery Main Road,Public Infrastructure,MEDIUM,51,RESOLVED,Municipal Engineering Department,11,6,True
SYN-CHN-002454,Damaged or deteriorated public infrastructure reported.,13.012724,80.161383,Mount Poonamallee Road,Public Infrastructure,MEDIUM,52,ASSIGNED,Municipal Engineering Department,9,11,True
SYN-CHN-006012,Streetlight reported as non-functional near a public road segment.,13.031148,80.193922,100 Feet Road,Streetlight,CRITICAL,77,PENDING,Electrical / Street Lighting Department,9,5,True
SYN-CHN-012406,Drainage obstruction or drainage-related civic issue reported.,13.113968,80.119684,Chennai synthetic background,Drainage,MEDIUM,41,PENDING,Storm Water Drainage Department,24,3,True
SYN-CHN-011917,Streetlight reported as non-functional near a public road segment.,12.929247,80.081893,Chennai synthetic background,Streetlight,MEDIUM,53,PENDING,Electrical / Street Lighting Department,11,7,True
SYN-CHN-007429,Damaged or deteriorated public infrastructure reported.,13.112641,80.22895,Perambur High Road,Public Infrastructure,MEDIUM,51,ASSIGNED,Municipal Engineering Department,10,5,True
SYN-CHN-011493,Waterlogging or flooding reported after heavy rainfall.,13.180911,80.209385,Red Hills Road,Flooding,MEDIUM,53,PENDING,Storm Water Drainage Department,19,7,True
SYN-CHN-009554,Waterlogging or flooding reported after heavy rainfall.,12.975183,80.211316,Velachery Main Road,Flooding,HIGH,63,PENDING,Storm Water Drainage Department,2,14,True
SYN-CHN-013253,Streetlight reported as non-functional near a public road segment.,13.068119,80.298857,Chennai synthetic background,Streetlight,MEDIUM,57,PENDING,Electrical / Street Lighting Department,17,10,True
SYN-CHN-009056,Streetlight reported as non-functional near a public road segment.,12.994577,80.2832,East Coast Corridor,Streetlight,MEDIUM,57,PENDING,Electrical / Street Lighting Department,7,14,True
SYN-CHN-008271,Potential electrical infrastructure hazard reported.,13.138736,80.281804,North Chennai Corridor,Electrical Hazard,MEDIUM,53,PENDING,Electrical / Street Lighting Department,4,8,True
SYN-CHN-012445,Potential electrical infrastructure hazard reported.,12.930288,80.267247,Chennai synthetic background,Electrical Hazard,CRITICAL,78,RESOLVED,Electrical / Street Lighting Department,7,10,True
SYN-CHN-008926,Streetlight reported as non-functional near a public road segment.,13.127262,80.309541,East Coast Corridor,Streetlight,MEDIUM,48,RESOLVED,Electrical / Street Lighting Department,18,7,True
SYN-CHN-012341,Traffic signal or traffic-control infrastructure issue reported.,12.867336,80.22565,Chennai synthetic background,Traffic Signal,MEDIUM,55,RESOLVED,Traffic Police / Traffic Engineering Department,5,10,True
SYN-CHN-003102,Garbage accumulation reported in a public area.,13.074926,80.180473,Poonamallee High Road,Garbage,LOW,37,ASSIGNED,Solid Waste Management Department,13,4,True
SYN-CHN-004340,Streetlight reported as non-functional near a public road segment.,13.016162,80.212169,Anna Salai,Streetlight,MEDIUM,51,PENDING,Electrical / Street Lighting Department,7,5,True
SYN-CHN-013403,Drainage obstruction or drainage-related civic issue reported.,12.85475,80.236101,Chennai synthetic background,Drainage,LOW,34,IN_PROGRESS,Storm Water Drainage Department,6,13,True
SYN-CHN-009187,Drainage obstruction or drainage-related civic issue reported.,12.983172,80.221067,Velachery Main Road,Drainage,LOW,21,RESOLVED,Storm Water Drainage Department,17,6,True
SYN-CHN-014001,Damaged road surface reported along a frequently used road.,13.169181,80.257119,Chennai synthetic background,Road Damage,HIGH,70,IN_PROGRESS,Roads & Highways Department,16,10,True
SYN-CHN-005130,Garbage accumulation reported in a public area.,12.954735,80.190823,Inner Ring Road,Garbage,LOW,36,RESOLVED,Solid Waste Management Department,7,9,True
SYN-CHN-008318,Streetlight reported as non-functional near a public road segment.,13.107365,80.269581,North Chennai Corridor,Streetlight,MEDIUM,40,PENDING,Electrical / Street Lighting Department,23,12,True
SYN-CHN-002271,Damaged or deteriorated public infrastructure reported.,12.845471,80.154289,GST Road,Public Infrastructure,LOW,37,ASSIGNED,Municipal Engineering Department,4,6,True
SYN-CHN-009586,Potential electrical infrastructure hazard reported.,12.975906,80.214638,Velachery Main Road,Electrical Hazard,CRITICAL,77,IN_PROGRESS,Electrical / Street Lighting Department,5,11,True
SYN-CHN-004442,Streetlight reported as non-functional near a public road segment.,13.067242,80.267831,Anna Salai,Streetlight,HIGH,73,PENDING,Electrical / Street Lighting Department,10,8,True
SYN-CHN-007262,Water supply disruption reported by residents.,13.102744,80.220295,Perambur High Road,Water Supply,HIGH,60,PENDING,Water Supply Department,3,3,True
SYN-CHN-005325,Potential electrical infrastructure hazard reported.,12.977025,80.192713,Inner Ring Road,Electrical Hazard,LOW,37,PENDING,Electrical / Street Lighting Department,7,3,True
SYN-CHN-006533,Damaged road surface reported along a frequently used road.,13.040277,80.180792,Jawaharlal Nehru Road,Road Damage,HIGH,67,RESOLVED,Roads & Highways Department,16,7,True
SYN-CHN-011673,Potential electrical infrastructure hazard reported.,13.175077,80.2066,Red Hills Road,Electrical Hazard,MEDIUM,58,IN_PROGRESS,Electrical / Street Lighting Department,3,3,True
SYN-CHN-004747,Drainage obstruction or drainage-related civic issue reported.,13.050649,80.249425,Anna Salai,Drainage,LOW,38,RESOLVED,Storm Water Drainage Department,31,0,True
SYN-CHN-010857,Streetlight reported as non-functional near a public road segment.,13.11212,80.164236,Ambattur Industrial Corridor,Streetlight,HIGH,67,PENDING,Electrical / Street Lighting Department,51,2,True
SYN-CHN-001359,Damaged road surface reported along a frequently used road.,12.976029,80.268357,ECR,Road Damage,HIGH,61,ASSIGNED,Roads & Highways Department,7,14,True
SYN-CHN-000219,Garbage accumulation reported in a public area.,13.003047,80.249107,OMR,Garbage,MEDIUM,48,ASSIGNED,Solid Waste Management Department,10,12,True
SYN-CHN-011945,Pothole reported on the roadway.,12.960303,80.186444,Chennai synthetic background,Pothole,MEDIUM,53,PENDING,Roads & Highways Department,10,12,True
SYN-CHN-009944,Water supply disruption reported by residents.,12.943951,80.199532,Medavakkam Main Road,Water Supply,MEDIUM,48,IN_PROGRESS,Water Supply Department,6,7,True
SYN-CHN-002158,Drainage obstruction or drainage-related civic issue reported.,12.868855,80.163393,GST Road,Drainage,LOW,27,IN_PROGRESS,Storm Water Drainage Department,7,8,True
SYN-CHN-002488,Damaged road surface reported along a frequently used road.,12.993773,80.141148,Mount Poonamallee Road,Road Damage,MEDIUM,45,ASSIGNED,Roads & Highways Department,14,8,True
SYN-CHN-014091,Potential electrical infrastructure hazard reported.,12.926292,80.140538,Chennai synthetic background,Electrical Hazard,CRITICAL,78,RESOLVED,Electrical / Street Lighting Department,10,1,True
SYN-CHN-005164,Garbage accumulation reported in a public area.,12.971017,80.192326,Inner Ring Road,Garbage,MEDIUM,55,RESOLVED,Solid Waste Management Department,31,14,True
SYN-CHN-010217,Drainage obstruction or drainage-related civic issue reported.,12.927707,80.190829,Medavakkam Main Road,Drainage,MEDIUM,46,IN_PROGRESS,Storm Water Drainage Department,31,6,True
SYN-CHN-008495,Pothole reported on the roadway.,13.116556,80.276974,North Chennai Corridor,Pothole,MEDIUM,48,RESOLVED,Roads & Highways Department,14,6,True
SYN-CHN-003523,Traffic signal or traffic-control infrastructure issue reported.,13.065927,80.18038,Poonamallee High Road,Traffic Signal,CRITICAL,87,ASSIGNED,Traffic Police / Traffic Engineering Department,18,2,True
SYN-CHN-000625,Potential electrical infrastructure hazard reported.,13.014282,80.244911,OMR,Electrical Hazard,CRITICAL,82,RESOLVED,Electrical / Street Lighting Department,8,1,True
SYN-CHN-012477,Waterlogging or flooding reported after heavy rainfall.,12.838776,80.106615,Chennai synthetic background,Flooding,MEDIUM,48,PENDING,Storm Water Drainage Department,7,2,True
SYN-CHN-000411,Damaged road surface reported along a frequently used road.,12.960842,80.245002,OMR,Road Damage,LOW,35,RESOLVED,Roads & Highways Department,5,13,True
SYN-CHN-013579,Waterlogging or flooding reported after heavy rainfall.,12.827424,80.083888,Chennai synthetic background,Flooding,HIGH,66,PENDING,Storm Water Drainage Department,2,1,True
SYN-CHN-006207,Streetlight reported as non-functional near a public road segment.,13.052425,80.202868,100 Feet Road,Streetlight,MEDIUM,56,PENDING,Electrical / Street Lighting Department,11,7,True
SYN-CHN-009194,Waterlogging or flooding reported after heavy rainfall.,12.971311,80.211761,Velachery Main Road,Flooding,CRITICAL,86,RESOLVED,Storm Water Drainage Department,5,11,True
SYN-CHN-001489,Damaged road surface reported along a frequently used road.,12.988971,80.272404,ECR,Road Damage,HIGH,63,RESOLVED,Roads & Highways Department,6,11,True
SYN-CHN-013885,Damaged road surface reported along a frequently used road.,13.166894,80.281054,Chennai synthetic background,Road Damage,MEDIUM,52,IN_PROGRESS,Roads & Highways Department,38,7,True
